id,text,length,races,difficulty_rating,top_score,top_100,average,active_since,top_score_user
3810612,I read this thing the other day about how when you hear that...,225,24305,1.068,218.84,188.24,87.85,2017-07-25,joshua728
3810613,I just feel like there are so many things that I could be do...,112,5007,1.06,259.91,190.83,63.17,2017-07-25,joshua728
3810614,I've met a lot of talented people over the years. How many o...,507,7012,0.991,200.42,162.04,89.51,2017-07-25,arenasnow
3810615,I find myself so furious at all these people that I am in co...,162,11564,1.112,208.32,157.88,71.45,2018-02-14,arenasnow
3810616,"I don't think it really helped me, in my love life, my nasce...",169,11780,1.027,263.31,161.36,66.6,2017-07-25,joshua728
3810617,"I don't drink, I don't smoke, I don't do drugs. I play video...",137,2427,0.903,266.06,154.9,56.79,2017-07-25,joshua728
3810618,"I've heard a lot of talk of Billy Mitchell, and I've heard a...",373,16308,1.029,213.39,181.0,85.99,2017-10-07,typos_z
3810619,"We're really seeing a great game here. Uh, it almost - uh, S...",208,10369,0.959,231.35,167.01,81.97,2017-07-25,valikor
3810620,There'll always be the argument that video games are meant t...,378,18648,1.037,213.22,182.38,87.35,2017-07-25,arenasnow
3810621,I wanted to be a hero. I wanted to be the center of attentio...,190,10073,0.979,207.82,163.22,82.1,2017-10-07,arenasnow
3810622,I thought I was gonna be the first Funspot kill screen and t...,361,18440,1.032,209.83,172.01,85.72,2017-10-07,slekap
3810623,I've always felt there's something inherently psychopathic a...,274,10411,0.978,223.63,173.0,83.98,2017-07-25,joshua728
3810624,He's better at this than I've ever been at anything in my li...,228,23510,1.044,235.15,182.93,85.9,2017-06-27,joshua728
3810625,"He didn't teach you how to win, he taught you how not to los...",283,10821,0.953,202.69,166.45,82.6,2017-06-27,arenasnow
3810626,"You have no idea what I want. What is chess, do you think? T...",556,7919,0.975,204.06,165.57,89.45,2017-06-26,arenasnow
3810627,He's not afraid of losing. He's afraid of losing your love. ...,163,22712,1.006,230.06,181.65,81.39,2017-06-27,joshua728
3810628,His chess ideas are like pieces of his body he's reluctant t...,279,10866,0.968,217.36,169.42,82.76,2017-06-26,joshua728
3810629,What I'm trying to teach him and what he's learning there ar...,296,9561,0.94,197.97,163.15,79.94,2017-07-25,arenasnow
3810630,Clear the lines of lint in your head one at a time and the k...,157,12739,1.062,236.77,168.77,68.81,2017-07-25,joshua728
3810631,"Soon after arriving, he offended the Icelanders by calling t...",485,6851,0.962,206.11,158.01,86.46,2017-07-25,arenasnow
3810632,You want to know what I want. I'll tell you what I want. I w...,122,2259,0.903,217.99,155.54,56.35,2017-10-07,mononym_jisoo
3810633,French writer. Total loser. Never had a real job. Unrequited...,382,7680,0.959,214.04,163.61,83.06,2017-07-25,joshua728
3810634,Thank you for opening my eyes to what a loser I am! How much...,101,1394,0.862,217.09,160.43,65.29,2017-07-25,joshua728
3810635,"Okay, you're out on the condition that you never enter your ...",133,2433,0.924,223.53,154.37,57.53,2017-07-25,joshua728
3810637,"You know, you really don't need a forensics team to get to t...",152,5768,0.944,249.15,147.23,65.3,2017-07-25,joshua728
3810638,"Ma'am, I know you've done your homework and so you know that...",203,8611,0.897,228.24,163.24,75.95,2017-10-07,joshua728
3810640,"Everybody on campus was using it. ""Facebook me"" was the comm...",231,7269,0.845,187.53,150.69,69.94,2017-10-07,arenasnow
3810641,I didn't wanna spend my twenties as a professional defendant...,294,9462,0.967,201.13,165.53,81.37,2017-07-25,arenasnow2
3810642,"And that's where you're headed, a billion dollar valuation. ...",342,8426,0.981,206.58,168.73,85.45,2017-10-07,joshunq
3810643,Yes. Everyone at Harvard's inventing something. Harvard unde...,203,10607,0.951,227.98,165.42,80.72,2017-07-25,joshua728
3810644,"Well, that's their own stupidity, I should have been there. ...",314,8470,0.96,210.26,162.1,80.52,2017-10-07,arenasnow2
3810645,I don't hate anybody. The Winklevii aren't suing me for inte...,208,10316,0.973,216.55,169.05,83.2,2017-07-25,
3810646,It didn't stop you from writing it. As if every thought that...,210,21956,1.0,231.32,174.66,81.24,2017-07-25,valikor
3810647,You're gonna blame me because you were the business head of ...,127,2516,0.973,269.59,165.95,60.73,2017-07-25,joshua728
3810648,"We lived on farms, then we lived in cities, and now we're go...",88,1712,0.94,275.22,200.41,82.74,2017-07-26,joshua728
3810649,"Look, a guy who builds a nice chair doesn't owe money to eve...",149,5826,0.937,228.12,156.82,65.51,2017-07-25,slekap
3810650,Even a few people leaving would reverberate through the enti...,253,21014,1.036,228.99,175.68,84.02,2017-10-07,joshua728
3810651,"Jerry, if you think that by threatening me you can get me to...",261,21341,1.056,217.39,176.59,86.37,2017-10-07,joshua728
3810652,"Mitch, there's something you're going to have to understand....",114,1437,0.884,221.75,172.59,68.67,2017-07-25,joshua728
3810653,"I was thinking of the immortal words of Socrates who said, ""...",74,960,0.784,251.91,159.24,90.59,2017-10-07,joshua728
3810654,We never see the light of day. We plan this thing for weeks ...,318,9716,0.973,198.48,162.43,84.45,2017-07-25,joshunq
3810655,"I never sleep, I don't know why. I had a roommate and I drov...",435,7522,0.993,204.81,168.27,91.91,2017-10-07,arenasnow
3810656,"To graduate you need my course, dear boy. So it seems I have...",264,22795,1.083,220.08,187.23,88.98,2017-10-07,arenasnow
3810657,"Look, I run a show here. It's a lot of smoke and noise and i...",437,17054,1.059,228.73,184.77,92.73,2017-07-25,quitless
3810658,I'm having a birthday party but you're not invited but you c...,80,2265,0.933,296.66,213.27,97.09,2017-07-25,joshua728
3810659,It's a praying mantis. Do you know how they mate? The male w...,226,21845,1.039,235.44,184.45,85.57,2017-10-07,joshua728
3810660,"You know, at one time I used to break into pet shops to libe...",220,11088,0.987,210.09,167.95,83.56,2017-07-25,arenasnow
3810661,"Well, if some people get upset because they feel they have a...",238,23458,1.056,226.27,185.24,87.3,2017-07-25,joshua728
3810662,"I have here, Harold, the forms sent out by the National Comp...",465,7161,0.977,204.52,161.86,88.08,2017-07-25,joshua728
3810663,"Harold, everyone has the right to make an ass out of themsel...",113,2576,0.965,243.67,164.99,62.29,2017-07-26,joshua728
3810664,"Look at it. Oh, it's suffocating. Well, it's the smog. You k...",241,8862,0.939,234.45,162.45,79.73,2017-10-07,joshua728
3810665,Don't get officious. You're not yourself when you're officio...,102,1130,0.836,234.66,164.68,61.71,2017-10-07,joshua728
3810666,"When Chekhov saw the long winter, he saw a winter bleak and ...",323,8610,0.967,205.33,163.72,82.87,2017-07-25,joshua728
3810667,This is pitiful. A thousand people freezing their butts off ...,236,8981,0.949,199.52,166.67,81.12,2017-10-07,arenasnow
3810668,You like boats but not the ocean. You go to a lake in the su...,399,18306,1.038,221.16,178.63,87.2,2017-10-07,slekap
3810669,"Come on, all the long distance lines are down? What about th...",229,10059,0.927,204.46,163.84,78.49,2017-07-25,arenasnow
3810670,This is one time where television really fails to capture th...,121,2574,0.935,234.08,156.25,59.07,2017-07-25,joshua728
3810671,What would you do if you were stuck in one place and every d...,118,5003,1.064,250.89,173.28,61.26,2017-07-25,typos_z
3810672,There is no way that this winter is ever going to end as lon...,183,12515,1.059,262.74,165.93,69.29,2017-07-25,joshua728
3810673,"I think you're the kindest, sweetest, prettiest person I've ...",373,19489,1.057,208.77,177.03,88.57,2017-10-07,arenasnow
3810674,"It's the same thing your whole life: ""Clean up your room. St...",217,6933,0.867,197.27,156.41,73.45,2018-02-15,
3810675,People just don't understand what is involved in this. This ...,218,23807,1.07,213.39,186.6,87.74,2017-07-25,deroche1
3810676,Out in California they're gonna have some warm weather tomor...,203,10823,0.97,202.86,171.05,82.25,2017-07-25,arenasnow
3810677,"Ned Ryerson! ""Needlenose Ned""? ""Ned the Head""? Come on, budd...",362,3533,0.781,180.41,134.97,69.27,2017-07-25,
3810678,"Do you have life insurance, Phil? Because if you do, you cou...",210,8169,0.959,206.73,165.94,81.94,2018-02-14,arenasnow
3810679,"Pal, you got that moisture on your head. Now you can go back...",159,4437,0.9,232.57,134.44,61.85,2018-02-15,joshua728
3810680,I think people place too much emphasis on their careers. I w...,172,4703,0.966,222.73,139.14,65.26,2018-02-14,joshua728
3810681,I do not for one think that the problem was that the band wa...,269,20940,1.032,206.64,171.92,82.91,2017-07-25,joshua728
3810682,We're very lucky in the band in that we have two visionaries...,297,9152,0.95,208.64,166.96,80.88,2017-07-25,arenasnow
3810683,This pretentious ponderous collection of religious rock psal...,184,5254,0.876,201.33,129.76,59.62,2017-07-25,joshua728
3810684,"In 1966, I went down to Greenwich Village, New York City to ...",534,3925,0.869,177.66,144.09,78.4,2018-02-14,arenasnow
3810685,I believe virtually everything I read and I think that is wh...,140,11955,1.034,225.02,166.03,67.12,2017-07-25,joshua728
3810686,"Well, I don't really think that the end can be assessed as o...",426,16891,1.044,229.53,175.42,91.67,2017-07-25,joshua728
3810687,"Well, it's one louder, isn't it? It's not ten. You see, most...",236,9968,0.95,215.8,170.0,82.67,2017-07-25,arenasnow
3810688,Why don't you just make ten louder and make ten be the top n...,96,1491,0.962,214.65,172.41,73.36,2017-07-26,
3810689,"So in the late fall of 1982, when I heard that Tap was relea...",331,5713,0.927,202.42,152.27,79.39,2018-02-14,joshua728
3810690,"In ancient times, hundreds of years before the dawn of histo...",158,5802,0.94,223.72,147.51,64.89,2017-07-25,joshua728
3810691,"This is our monthly ""At Ease"" weekend. It gives us a chance ...",304,6773,0.924,210.59,157.29,77.1,2018-02-14,slekap
3810692,"Well, I used to be an actor but I could never remember my li...",304,7018,0.936,218.84,159.5,78.57,2018-02-14,joshua728
3810693,Dozens of people spontaneously combust each year. It's just ...,87,1613,0.823,240.33,166.97,72.63,2017-07-25,joshua728
3810694,"It's like, how much more black could this be? And the answer...",86,1777,0.88,274.1,176.5,77.69,2017-07-25,joshua728
3810695,"You know, just simple lines intertwining, you know, very muc...",185,4193,0.87,197.44,130.86,59.96,2018-02-14,arenasnow
3810696,Hello. My name is Inigo Montoya. You killed my father. Prepa...,70,1224,0.785,205.33,155.68,90.35,2017-06-29,joshua728
3810697,All I have to do is divine from what I know of you: are you ...,484,16397,1.035,216.1,178.49,90.29,2017-06-26,typos_z
3810698,"You've beaten my giant, which means you're exceptionally str...",451,7827,1.0,209.75,173.21,91.17,2017-06-26,arenasnow2
3810699,You only think I guessed wrong! That's what's so funny! I sw...,332,7252,0.854,186.02,145.86,73.45,2017-06-27,arenasnow2
3810700,It just so happens that your friend here is only mostly dead...,279,23905,1.067,215.69,180.96,87.17,2017-06-27,arenasnow
3810701,"Beautiful, isn't it? It took me half a lifetime to invent it...",316,8768,0.974,224.05,166.1,85.08,2017-07-25,joshua728
3810702,As you know the concept of the suction pump is centuries old...,413,16665,1.041,219.12,177.75,90.87,2017-07-25,joshua728
3810703,You truly love each other and so you might have been truly h...,216,24043,1.051,220.31,183.19,86.47,2017-07-25,slekap
3810704,"Do you know what that sound is, Highness? Those are the shri...",280,7926,0.956,208.24,158.67,81.22,2018-02-14,arenasnow
3810705,You keep using that word. I do not think it means what you t...,74,2395,0.996,267.07,205.48,114.86,2017-07-27,joshua728
3810706,"It's possible, Pig, I might be bluffing. It's conceivable, y...",223,7724,0.904,195.79,155.2,76.67,2018-02-14,joshua728
3810707,"We have already succeeded. I mean, what are the three terror...",301,9013,0.944,206.53,160.68,79.94,2017-07-25,arenasnow
3810708,You mean you'll put down your rock and I'll put down my swor...,118,2480,0.895,226.56,152.89,55.87,2017-07-25,joshua728
3810709,I was eleven years old and when I was strong enough I dedica...,257,9534,0.932,207.96,152.46,77.66,2017-07-25,joshua728
3810710,"Now, hold on, Mr. Potter. You're right when you say my fathe...",389,7706,0.943,216.2,156.59,81.04,2017-06-26,joshua728
3810711,"Do you know how long it takes a working man to save $5,000? ...",512,6493,0.957,195.3,158.97,87.43,2017-06-26,performancecheck
3810712,You sit around here and you spin your little webs and you th...,241,10893,0.974,256.61,175.02,83.41,2017-06-26,joshua728
3810713,Look at you. You used to be so cocky. You were going to go o...,381,7115,0.883,194.73,151.9,76.92,2017-06-27,arenasnow
3810714,"George, I am an old man and most people hate me. But I don't...",371,19974,1.043,224.25,176.84,87.6,2017-06-27,joshua728
3810715,Peter Bailey was not a businessman. That's what killed him. ...,210,10088,0.938,214.85,161.69,78.88,2017-06-27,joshua728
3810716,"You see, if you shoot pool with some employee here, you can ...",296,9646,0.939,203.99,161.13,78.83,2017-06-27,joshua728
3810717,I'm shakin' the dust of this crummy little town off my feet ...,351,7803,0.902,188.45,151.04,78.07,2017-06-27,arenasnow
3810718,You're worth more dead than alive! Why don't you go to the r...,498,5509,0.876,190.37,145.77,78.98,2017-06-26,arenasnow
3810719,"Where's that money, you silly stupid old fool? Where's that ...",220,9587,0.897,233.01,157.88,75.22,2017-06-27,valikor
3810720,"Strange, isn't it? Each man's life touches so many other liv...",121,2402,0.858,213.78,157.36,55.71,2017-07-25,arenasnow
3810721,"You see, George, you've really had a wonderful life. Don't y...",111,2526,0.907,230.01,163.82,59.09,2017-07-25,arenasnow
3810722,"Look, Daddy. Teacher says, every time a bell rings an angel ...",75,1140,0.849,247.12,165.64,94.57,2017-07-29,joshua728
3810723,"Merry Christmas, movie house! Merry Christmas, Emporium! Mer...",110,2271,0.723,194.55,136.53,46.32,2017-07-25,
3810724,I haven't won my wings yet. That's why I'm called an Angel S...,123,2242,0.838,202.83,148.65,53.71,2017-07-25,joshua728
3810725,"You see, boys forget what their country means by just readin...",425,6773,0.941,198.59,157.88,85.76,2017-07-25,arenasnow
3810726,"I guess this is just another lost cause, Mr. Paine. All you ...",307,20124,1.027,214.64,177.26,84.44,2017-07-25,joshua728
3810727,"Your friend, Mr. Lincoln had his Taylors and Paines. So did ...",424,6255,0.97,209.88,162.33,88.48,2017-10-07,arenasnow
3810728,You didn't just have faith in Paine or any other living man....,654,4225,1.003,201.67,166.03,104.46,2017-07-25,arenasnow
3810730,Let me go! I'm not fit to be a senator! I'm not fit to live!...,421,5443,0.896,185.15,146.37,80.84,2017-10-07,arenasnow
3810731,"Well, I guess the gentlemen are in a pretty tall hurry to ge...",494,15910,1.04,204.84,172.56,91.32,2017-07-25,quitless
3810732,"Your political future? Why, I bought it for you. I gave it t...",238,9961,0.964,209.37,167.29,81.23,2017-07-25,joshua728
3810733,Your bill is ready. You take it over there and you introduce...,213,23990,1.068,240.68,184.77,87.24,2017-07-25,joshua728
3810734,This is H.V. Kaltenborn speaking. Half of official Washingto...,464,5620,0.963,220.15,161.09,86.35,2017-10-07,joshua728
3810735,"Hendricks, get the hoi polloi excited. Have them send protes...",98,1241,0.807,208.77,144.3,55.23,2017-07-26,joshua728
